Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-05-25 00:00:00-04:00,3.6832206380346406,4.208741991407486,3.674080924018497,4.204172134399414,395343000,0.0,0.0
2006-05-26 00:00:00-04:00,4.2315893265241105,4.271802833550681,4.031433932083186,4.106378078460693,103044000,0.0,0.0
2006-05-30 00:00:00-04:00,4.110033693502462,4.110947577336716,3.916275939063926,4.021380424499512,49898000,0.0,0.0
2006-05-31 00:00:00-04:00,4.053370981660095,4.145679841656659,4.053370981660095,4.107294082641602,30002000,0.0,0.0
2006-06-01 00:00:00-04:00,4.106380134257059,4.396102398541976,4.103638045338366,4.342179298400879,62344000,0.0,0.0
2006-06-02 00:00:00-04:00,4.432659966091622,4.450938959188276,4.276374422583277,4.294653415679932,37253000,0.0,0.0
2006-06-05 00:00:00-04:00,4.300137212320629,4.5012065747672665,4.295567355036483,4.492066860198975,37188000,0.0,0.0
2006-06-06 00:00:00-04:00,4.56792245265008,4.627329257810015,4.36868140231656,4.414378643035889,49045000,0.0,0.0
2006-06-07 00:00:00-04:00,4.417123570495923,4.423521197026466,4.272719377655621,4.350405216217041,25013000,0.0,0.0
2006-06-08 00:00:00-04:00,4.350404946222275,4.361371994018555,4.158475290606257,4.361371994018555,34439000,0.0,0.0
2006-06-09 00:00:00-04:00,4.460079280720915,4.460079280720915,4.357716818285519,4.366856098175049,13372000,0.0,0.0
2006-06-12 00:00:00-04:00,4.386962319547002,4.409810732075621,4.2315906738414055,4.290997505187988,14546000,0.0,0.0
2006-06-13 00:00:00-04:00,4.2224511778470495,4.327555711279931,4.1401959297317035,4.158474922180176,16716000,0.0,0.0
2006-06-14 00:00:00-04:00,4.103636817556197,4.153904365173455,4.061595098428289,4.123744010925293,15971000,0.0,0.0
2006-06-15 00:00:00-04:00,4.149333595813291,4.21513803022033,4.124656987386325,4.199600696563721,16500000,0.0,0.0
2006-06-16 00:00:00-04:00,4.1584719885000725,4.204169219480417,4.112774321714478,4.114602088928223,12280000,0.0,0.0
2006-06-19 00:00:00-04:00,4.153905913962959,4.153905913962959,4.0305223628683065,4.052457332611084,11509000,0.0,0.0
2006-06-20 00:00:00-04:00,4.089013055056927,4.112775780485054,3.972941515514746,4.0232086181640625,23792000,0.0,0.0
2006-06-21 00:00:00-04:00,4.0232094852295415,4.193204135587065,4.021381716973589,4.140195369720459,18063000,0.0,0.0
2006-06-22 00:00:00-04:00,4.240731792338535,4.29099936765291,4.193206306633311,4.2590107917785645,13038000,0.0,0.0
2006-06-23 00:00:00-04:00,4.294653042005911,4.380564694310103,4.283685559941075,4.290997505187988,11612000,0.0,0.0
2006-06-26 00:00:00-04:00,4.290999491125005,4.341266632080078,4.243474004052252,4.341266632080078,8565000,0.0,0.0
2006-06-27 00:00:00-04:00,4.341264854168057,4.389704206030505,4.318416004616587,4.323899745941162,9826000,0.0,0.0
2006-06-28 00:00:00-04:00,4.2818580036618386,4.3321251238428555,4.249869875892605,4.291911602020264,8756000,0.0,0.0
2006-06-29 00:00:00-04:00,4.290998063773653,4.39518828534161,4.290998063773653,4.386962890625,14470000,0.0,0.0
2006-06-30 00:00:00-04:00,4.354974324470824,4.386962890625,4.259009497619478,4.386962890625,25964000,0.0,0.0
2006-07-03 00:00:00-04:00,4.377822623852518,4.386962337545891,4.278202272266858,4.322985649108887,7029000,0.0,0.0
2006-07-05 00:00:00-04:00,4.332125785209063,4.372339748976495,4.2690634042929005,4.350405216217041,13266000,0.0,0.0
2006-07-06 00:00:00-04:00,4.318415318714454,4.327555031405586,4.276373599107316,4.277287483215332,8097000,0.0,0.0
2006-07-07 00:00:00-04:00,4.272718451132799,4.2818577288493485,4.18132305913414,4.215139389038086,8380000,0.0,0.0
2006-07-10 00:00:00-04:00,4.22245185373135,4.256268191286476,4.215140342742725,4.248956680297852,4978000,0.0,0.0
2006-07-11 00:00:00-04:00,4.248954093199584,4.248954093199584,4.140194071572883,4.236158847808838,8079000,0.0,0.0
2006-07-12 00:00:00-04:00,4.2407288243569425,4.2407288243569425,4.162129138194223,4.163043022155762,7672000,0.0,0.0
2006-07-13 00:00:00-04:00,4.129230467485701,4.129230467485701,4.048802512715521,4.087188720703125,16625000,0.0,0.0
2006-07-14 00:00:00-04:00,4.078044505695038,4.083528243646955,4.012240086077322,4.016809940338135,9663000,0.0,0.0
2006-07-17 00:00:00-04:00,4.013155337709756,4.0369180649995,3.99853232205704,4.020467281341553,6458000,0.0,0.0
2006-07-18 00:00:00-04:00,4.020470535678243,4.0305237036499,3.991224044894041,4.012244701385498,12483000,0.0,0.0
2006-07-19 00:00:00-04:00,4.013154973473383,4.153903556432184,4.00310181455161,4.138366222381592,15840000,0.0,0.0
2006-07-20 00:00:00-04:00,4.149333891121852,4.184064096492812,4.121915629054034,4.163043022155762,8829000,0.0,0.0
2006-07-21 00:00:00-04:00,4.163042831434286,4.163042831434286,4.091755091840613,4.138366222381592,8510000,0.0,0.0
2006-07-24 00:00:00-04:00,4.153905075183906,4.161216585019903,4.111863348869974,4.112777233123779,5017000,0.0,0.0
2006-07-25 00:00:00-04:00,4.13105740626451,4.240731392565751,4.127401432398863,4.211484909057617,6900000,0.0,0.0
2006-07-26 00:00:00-04:00,4.216967038239398,4.37325256144461,4.185892797592513,4.266320705413818,10338000,0.0,0.0
2006-07-27 00:00:00-04:00,4.286428236489068,4.311104856617993,4.251698017120361,4.251698017120361,6009000,0.0,0.0
2006-07-28 00:00:00-04:00,4.2507841028794555,4.277288491481625,4.227935251571053,4.23159122467041,4339000,0.0,0.0
2006-07-31 00:00:00-04:00,4.231591337359324,4.241644500990493,4.191377375417846,4.192291259765625,4616000,0.0,0.0
2006-08-01 00:00:00-04:00,4.196860685751643,4.196860685751643,4.085358526481842,4.112777233123779,7390000,0.0,0.0
2006-08-02 00:00:00-04:00,4.386047932520218,4.574322021543582,4.323899449509793,4.571579933166504,53372000,0.0,0.0
2006-08-03 00:00:00-04:00,4.4902402909574795,4.591688883573584,4.446370346600877,4.568840026855469,21689000,0.0,0.0
2006-08-04 00:00:00-04:00,4.59717251031487,4.706846496820361,4.568839911268962,4.574323654174805,14216000,0.0,0.0
2006-08-07 00:00:00-04:00,4.615450155085435,4.688566124655766,4.592601305643319,4.670287132263184,6918000,0.0,0.0
2006-08-08 00:00:00-04:00,4.670287330925408,4.813777623423396,4.665717473681484,4.804637908935547,14073000,0.0,0.0
2006-08-09 00:00:00-04:00,4.843936943818472,4.981029145254171,4.752541561787365,4.830227375030518,15043000,0.0,0.0
2006-08-10 00:00:00-04:00,4.770821305375366,4.927106840664338,4.761682027210477,4.895118713378906,8725000,0.0,0.0
2006-08-11 00:00:00-04:00,4.889635695594428,4.976461247937492,4.866786843093326,4.9060869216918945,9078000,0.0,0.0
